gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
SMIM13	-9.52931427166667	-57.17588563	8.08299437	6	12	738	0.016260162601626
SMIM14	-13.051776	-169.673088	-13.051776	13	300	316	0.949367088607595
SMIM19	-13.051776	-39.155328	-13.051776	3	971	1069	0.908325537885875
SMIM20	-13.051776	-365.449728	-13.051776	28	112	113	0.991150442477876
SMIM26	-13.051776	-13.051776	-13.051776	1	1367	1564	0.874040920716113
SMIM28	-11.513067802	-115.13067802	2.33530598	10	60	477	0.125786163522013
SMIM29	-13.051776	-13.051776	-13.051776	1	1368	1564	0.874680306905371
SMIM3	-13.051776	-26.103552	-13.051776	2	1173	1311	0.894736842105263
SMIM30	-13.051776	-26.103552	-13.051776	2	1174	1311	0.895499618611747
SMIM32	-13.051776	-26.103552	-13.051776	2	1175	1311	0.89626239511823
SMIM35	-13.051776	-39.155328	-13.051776	3	972	1069	0.909260991580917
SMIM38	-11.1036787725	-44.41471509	-5.25938709	4	173	933	0.185423365487674
SMIM4	-13.051776	-39.155328	-13.051776	3	973	1069	0.910196445275959
SMIM7	-13.051776	-65.25888	-13.051776	5	746	817	0.913096695226438
SMIM8	-13.051776	-13.051776	-13.051776	1	1369	1564	0.875319693094629
SMKR1	-13.051776	-39.155328	-13.051776	3	974	1069	0.911131898971001
SMLR1	-11.79279435	-117.9279435	-0.4619595	10	91	477	0.190775681341719
SMNDC1	-13.051776	-156.621312	-13.051776	12	292	320	0.9125
SMOC1	-12.565371430625	-1005.22971445	-3.03217882	80	18	18	1
SMOC2	-12.2260068059615	-1271.50470782	9.58019007	100	49	209	0.23444976076555
SMOX	-12.8106911004	-320.26727751	-7.02465351	25	106	131	0.809160305343511
SMPD3	-12.2235672424074	-660.07263109	2.06760079	54	11	30	0.366666666666667
SMPD4	-13.051776	-117.465984	-13.051776	9	419	439	0.954441913439636
SMPDL3A	-9.23385431444444	-83.10468883	5.92243719	9	23	439	0.0523917995444191
SMPX	-12.42555117625	-198.80881882	-3.03217882	16	86	223	0.385650224215247
SMS	-11.6113339796154	-301.89468347	3.86396619	26	17	110	0.154545454545455
SMTN	-13.051776	-13.051776	-13.051776	1	1370	1564	0.875959079283887
SMU1	-13.051776	-91.362432	-13.051776	7	562	621	0.904991948470209
SMURF1	-12.6975765040909	-279.34668309	-5.25938709	22	97	160	0.60625
SMURF2	-13.051776	-287.139072	-13.051776	22	154	160	0.9625
SMYD1	-11.4328621866667	-137.19434624	6.37518976	12	18	320	0.05625
SMYD2	-11.970198339	-119.70198339	-2.23599939	10	122	477	0.255765199161426
SMYD3	-12.5798033845402	-2188.88578891	9.04554725	150	28	97	0.288659793814433
SMYD4	-7.643887695	-15.28777539	-2.23599939	2	67	1311	0.0511060259344012
SNAI2	-13.051776	-26.103552	-13.051776	2	1176	1311	0.897025171624714
SNAP23	-13.051776	-104.414208	-13.051776	8	489	534	0.915730337078652
SNAP25	-12.3196774931818	-271.03290485	3.05439115	22	22	160	0.1375
SNAP29	-13.051776	-65.25888	-13.051776	5	747	817	0.914320685434517
SNAP91	-13.051776	-613.433472	-13.051776	47	35	35	1
SNAPC1	-11.92100919	-95.36807352	-4.00564152	8	140	534	0.262172284644195
SNAPC3	-13.051776	-130.51776	-13.051776	10	450	477	0.943396226415094
SNAPC4	-13.051776	-156.621312	-13.051776	12	293	320	0.915625
SNAPC5	-13.051776	-52.207104	-13.051776	4	844	933	0.904608788853162
SNCA	-12.8746762520455	-566.48575509	-5.25938709	44	33	38	0.868421052631579
SNCAIP	-12.1350558575862	-351.91661987	1.47886315	29	23	84	0.273809523809524
SNCB	-13.051776	-26.103552	-13.051776	2	1177	1311	0.897787948131198
SNCG	-3.03217882	-3.03217882	-3.03217882	1	49	1564	0.0313299232736573
SNN	-13.051776	-26.103552	-13.051776	2	1178	1311	0.898550724637681
SNPH	-13.051776	-39.155328	-13.051776	3	975	1069	0.912067352666043
SNRK	-13.051776	-287.139072	-13.051776	22	155	160	0.96875
SNRNP25	-13.051776	-13.051776	-13.051776	1	1371	1564	0.876598465473146
SNRNP35	-13.051776	-13.051776	-13.051776	1	1372	1564	0.877237851662404
SNRNP48	-5.492087605	-10.98417521	2.06760079	2	30	1311	0.022883295194508
SNRPA1	-13.051776	-26.103552	-13.051776	2	1179	1311	0.899313501144165
SNRPB2	-10.0243933245455	-110.26832657	12.45704452	11	6	408	0.0147058823529412
SNRPD1	-10.03639784	-30.10919352	-4.00564152	3	122	1069	0.114125350795136
SNRPD3	-11.5449953775	-46.17998151	-7.02465351	4	238	933	0.255091103965702
SNRPF	-11.5449953775	-46.17998151	-7.02465351	4	239	933	0.256162915326902
SNRPG	-7.643887695	-15.28777539	-2.23599939	2	68	1311	0.0518688024408848
SNTB1	-12.0886315836486	-894.55873719	2.06760079	74	10	15	0.666666666666667
SNTB2	-13.051776	-13.051776	-13.051776	1	1373	1564	0.877877237851662
SNTG1	-12.3494146548432	-3544.28200594	6.98239484	200	46	74	0.621621621621622
SNTG2	-12.3730171633333	-1447.64300811	15.32302224	100	18	209	0.0861244019138756
SNTN	-13.051776	-52.207104	-13.051776	4	845	933	0.905680600214362
SNU13	-13.051776	-91.362432	-13.051776	7	563	621	0.906602254428341
SNUPN	-13.051776	-78.310656	-13.051776	6	681	738	0.922764227642276
SNW1	-11.242549104	-56.21274552	-4.00564152	5	136	817	0.166462668298654
SNX1	-13.051776	-26.103552	-13.051776	2	1180	1311	0.900076277650648
SNX10	-10.8761218285185	-293.65528937	9.10776816	27	6	111	0.0540540540540541
SNX13	-12.30473829325	-492.18953173	-2.23599939	40	41	66	0.621212121212121
SNX14	-11.2497875393333	-337.49362618	9.85506824	30	10	76	0.131578947368421
SNX16	-13.051776	-287.139072	-13.051776	22	156	160	0.975
SNX18	-10.6443470433333	-95.79912339	2.58796212	9	47	439	0.107061503416856
SNX19	-12.5495157925	-150.59418951	-7.02465351	12	184	320	0.575
SNX2	-12.5881511930769	-163.64596551	-7.02465351	13	175	316	0.55379746835443
SNX20	-10.038214755	-20.07642951	-7.02465351	2	186	1311	0.14187643020595
SNX24	-11.8576651442105	-225.29563774	9.63633026	19	6	170	0.0352941176470588
SNX25	-12.2367997267647	-416.05119071	2.06760079	34	27	82	0.329268292682927
SNX29	-12.7845756311628	-549.73675214	-1.56216014	43	28	49	0.571428571428571
SNX3	-11.37696967	-102.39272703	-4.00564152	9	137	439	0.312072892938497
SNX30	-11.486617827	-229.73235654	7.43561085	20	12	183	0.0655737704918033
SNX33	-13.051776	-65.25888	-13.051776	5	748	817	0.915544675642595
SNX4	-13.051776	-182.724864	-13.051776	14	268	291	0.920962199312715
SNX5	-13.051776	-143.569536	-13.051776	11	380	408	0.931372549019608
SNX6	-13.051776	-208.828416	-13.051776	16	208	223	0.932735426008969
SNX7	-13.051776	-156.621312	-13.051776	12	294	320	0.91875
SNX8	-12.449063751	-124.49063751	-7.02465351	10	244	477	0.511530398322851
SNX9	-13.051776	-417.656832	-13.051776	32	97	97	1
SOAT1	-11.1559295966667	-234.27452153	5.14909816	21	15	160	0.09375
SOBP	-12.8795725002857	-450.78503751	-7.02465351	35	60	65	0.923076923076923
SOCS1	-13.051776	-39.155328	-13.051776	3	976	1069	0.913002806361085
SOCS2	-13.051776	-26.103552	-13.051776	2	1181	1311	0.900839054157132
SOCS4	-13.051776	-91.362432	-13.051776	7	564	621	0.908212560386473
SOCS5	-10.9602198252	-274.00549563	11.77689401	25	2	131	0.0152671755725191
SOCS6	-12.272537109	-122.72537109	-5.25938709	10	184	477	0.385744234800839
SOD2	-13.051776	-104.414208	-13.051776	8	490	534	0.917602996254682
SOD3	-13.051776	-13.051776	-13.051776	1	1374	1564	0.878516624040921
SOGA1	-13.051776	-26.103552	-13.051776	2	1182	1311	0.901601830663616
SOGA3	-12.1713254030303	-401.6537383	0.41831588	33	34	84	0.404761904761905
SON	-13.051776	-156.621312	-13.051776	12	295	320	0.921875
SORBS1	-12.5569986086111	-452.05194991	-3.03217882	36	39	62	0.629032258064516
SORBS2	-12.5733306868519	-1357.91971418	2.82719788	100	148	209	0.708133971291866
SORCS2	-12.2070345885987	-3833.00886082	8.3053932	300	18	36	0.5
SORCS3	-12.5139222464835	-2277.53384886	1.78290223	150	86	97	0.88659793814433
SORD	-12.07772738625	-96.62181909	-5.25938709	8	162	534	0.303370786516854
SORL1	-12.1907585014286	-256.00592853	-7.02465351	21	125	160	0.78125
SOS1	-12.31603034875	-394.11297116	-1.56216014	32	44	97	0.45360824742268
SOS2	-12.7169358616667	-228.90484551	-7.02465351	18	149	205	0.726829268292683
SOWAHA	-13.051776	-91.362432	-13.051776	7	565	621	0.909822866344606
SOWAHB	-13.051776	-13.051776	-13.051776	1	1375	1564	0.879156010230179
SOWAHC	-13.051776	-39.155328	-13.051776	3	977	1069	0.913938260056127
SOWAHD	-13.051776	-13.051776	-13.051776	1	1376	1564	0.879795396419437
SOX10	-11.039457485	-66.23674491	-0.97786491	6	101	738	0.136856368563686
SOX13	-13.051776	-52.207104	-13.051776	4	846	933	0.906752411575563
SOX18	-13.051776	-13.051776	-13.051776	1	1377	1564	0.880434782608696
SOX30	-13.051776	-78.310656	-13.051776	6	682	738	0.924119241192412
SOX5	-12.2914132003667	-3687.42396011	5.92243719	300	28	36	0.777777777777778
SOX6	-12.4309010123158	-1180.93559617	4.85984715	95	5	10	0.5
SOX7	-13.051776	-13.051776	-13.051776	1	1378	1564	0.881074168797954
SOX8	-9.14184147	-36.56736588	2.58796212	4	39	933	0.0418006430868167
SP3	-13.051776	-104.414208	-13.051776	8	491	534	0.919475655430712
SP4	-12.29793146	-147.57517752	-4.00564152	12	124	320	0.3875
SP5	-13.051776	-13.051776	-13.051776	1	1379	1564	0.881713554987212
SP9	-13.051776	-13.051776	-13.051776	1	1380	1564	0.882352941176471
SPAG1	-11.2953198481818	-372.74555499	4.22049586	33	20	84	0.238095238095238
SPAG16	-12.3858661119886	-2179.91243571	8.44832254	150	32	97	0.329896907216495
SPAG17	-11.8476211246774	-734.55250973	2.33530598	62	7	14	0.5
SPAG5	-13.051776	-13.051776	-13.051776	1	1381	1564	0.882992327365729
SPAG6	-10.870840665	-304.38353862	11.85222101	28	2	113	0.0176991150442478
SPAG9	-12.3703433965116	-531.92476605	-1.56216014	43	29	49	0.591836734693878
SPAM1	-11.943558847027	-441.91167734	2.06760079	37	23	55	0.418181818181818
SPARC	-13.051776	-13.051776	-13.051776	1	1382	1564	0.883631713554987
SPARCL1	-13.051776	-52.207104	-13.051776	4	847	933	0.907824222936763
SPART	-13.051776	-156.621312	-13.051776	12	296	320	0.925
SPAST	-12.5730420058333	-301.75300814	-1.56216014	24	52	127	0.409448818897638
SPATA1	-11.0728658628571	-77.51006104	0.80059496	7	72	621	0.115942028985507
SPATA13	-12.8888807975676	-476.88858951	-7.02465351	37	48	55	0.872727272727273
SPATA17	-12.4601637013846	-809.91064059	-2.23599939	65	14	20	0.7
SPATA18	-9.3431064425	-37.37242577	1.78290223	4	43	933	0.0460878885316184
SPATA2	-13.051776	-78.310656	-13.051776	6	683	738	0.925474254742547
SPATA20	-13.051776	-13.051776	-13.051776	1	1383	1564	0.884271099744246
SPATA22	-13.051776	-65.25888	-13.051776	5	749	817	0.916768665850673
SPATA5	-12.6625201244681	-1190.2768917	6.26600444	94	3	5	0.6
SPATA5L1	-13.051776	-39.155328	-13.051776	3	978	1069	0.914873713751169
SPATA6	-11.6130206927586	-336.77760009	5.80210632	29	9	84	0.107142857142857
SPATA7	-12.6621565545	-253.24313109	-5.25938709	20	117	183	0.639344262295082
SPATS2L	-12.1672575274324	-900.37705703	5.14909816	74	5	15	0.333333333333333
SPC25	-13.051776	-39.155328	-13.051776	3	979	1069	0.915809167446211
SPCS1	-13.051776	-26.103552	-13.051776	2	1183	1311	0.902364607170099
SPCS3	-10.6326941247059	-180.75580012	0.41831588	17	55	218	0.252293577981651
SPDL1	-12.4951767921429	-174.93247509	-5.25938709	14	126	291	0.43298969072165
SPECC1	-11.5894297952632	-660.59749833	19.57392588	57	1	22	0.0454545454545455
SPECC1L	-12.4032480663158	-471.32342652	-0.4619595	38	32	55	0.581818181818182
SPEF2	-10.5696509971429	-295.95022792	6.03976414	28	15	113	0.132743362831858
SPEN	-12.850871917	-385.52615751	-7.02465351	30	65	76	0.855263157894737
SPG11	-13.051776	-104.414208	-13.051776	8	492	534	0.921348314606742
SPG21	-13.051776	-39.155328	-13.051776	3	980	1069	0.916744621141254
SPG7	-13.051776	-143.569536	-13.051776	11	381	408	0.933823529411765
SPHKAP	-11.8667311647222	-427.20232193	3.67468467	36	17	62	0.274193548387097
SPI1	-13.051776	-234.931968	-13.051776	18	202	205	0.985365853658537
SPIC	-13.051776	-78.310656	-13.051776	6	684	738	0.926829268292683
SPICE1	-12.5881511930769	-327.29193102	-7.02465351	26	89	110	0.809090909090909
SPIDR	-12.1413610714925	-1626.94238358	17.90385707	100	12	209	0.0574162679425837
SPIN1	-11.762705712069	-341.11846565	-0.97786491	29	34	84	0.404761904761905
SPINK2	-13.051776	-78.310656	-13.051776	6	685	738	0.928184281842818
SPINK4	-13.051776	-13.051776	-13.051776	1	1384	1564	0.884910485933504
SPINT1	-13.051776	-156.621312	-13.051776	12	297	320	0.928125
SPIRE1	-12.2850891894828	-712.53517299	5.00673111	58	6	23	0.260869565217391
SPIRE2	-13.051776	-26.103552	-13.051776	2	1184	1311	0.903127383676583
SPNS2	-11.9481753301724	-692.99416915	12.10861143	58	2	23	0.0869565217391304
SPNS3	-13.051776	-287.139072	-13.051776	22	157	160	0.98125
SPO11	-12.4024102575	-148.82892309	-5.25938709	12	142	320	0.44375
SPOCK1	-12.3389253522995	-2307.37904088	5.55175926	150	52	97	0.536082474226804
SPOCK3	-11.8946320665116	-1534.40753658	23.5332016	100	7	209	0.0334928229665072
SPON1	-11.8671806874194	-1471.53040524	8.44832254	100	58	209	0.277511961722488
SPON2	-13.051776	-78.310656	-13.051776	6	686	738	0.929539295392954
SPOPL	-11.1583252074074	-301.2747806	11.6620675	27	3	111	0.027027027027027
SPP1	-13.051776	-130.51776	-13.051776	10	451	477	0.945492662473795
SPPL2A	-12.2710034615789	-233.14906577	1.78290223	19	41	170	0.241176470588235
SPPL2B	-11.245704495	-179.93127192	-2.23599939	16	80	223	0.358744394618834
SPPL3	-11.9886519605	-239.77303921	0.41831588	20	55	183	0.300546448087432
SPR	-13.051776	-26.103552	-13.051776	2	1185	1311	0.903890160183066
SPRED1	-12.5756636589474	-238.93760952	-4.00564152	19	89	170	0.523529411764706
SPRED2	-13.051776	-169.673088	-13.051776	13	301	316	0.95253164556962
SPRTN	-11.493298218	-57.46649109	-5.25938709	5	176	817	0.215422276621787
SPRY1	-13.051776	-91.362432	-13.051776	7	566	621	0.911433172302738
SPRY3	-13.051776	-13.051776	-13.051776	1	1385	1564	0.885549872122762
SPRY4	-9.904321875	-39.6172875	-0.4619595	4	65	933	0.0696677384780279
SPRYD3	-13.051776	-13.051776	-13.051776	1	1386	1564	0.88618925831202
SPRYD7	-13.051776	-104.414208	-13.051776	8	493	534	0.923220973782772
SPSB1	-11.1293669745455	-122.42303672	2.06760079	11	55	408	0.134803921568627
SPSB3	-13.051776	-65.25888	-13.051776	5	750	817	0.917992656058752
SPSB4	-12.107345387027	-447.97177932	-0.97786491	37	32	55	0.581818181818182
SPTAN1	-12.6807098614286	-266.29490709	-5.25938709	21	103	160	0.64375
SPTB	-13.051776	-26.103552	-13.051776	2	1186	1311	0.90465293668955
SPTBN1	-13.051776	-495.967488	-13.051776	38	55	55	1
SPTBN5	-11.9381162408696	-549.15334708	4.85984715	46	13	39	0.333333333333333
SPTLC1	-12.6342927841667	-303.22302682	-3.03217882	24	66	127	0.519685039370079
SPTLC2	-12.1829822078125	-389.85543065	8.72250286	32	4	97	0.0412371134020619
SPTLC3	-12.2093180214063	-781.39635337	1.15261394	64	9	17	0.529411764705882
SPTSSA	-13.051776	-26.103552	-13.051776	2	1187	1311	0.905415713196034
SPTSSB	-13.051776	-104.414208	-13.051776	8	494	534	0.925093632958802
SPTY2D1	-13.051776	-156.621312	-13.051776	12	298	320	0.93125
SPX	-13.051776	-26.103552	-13.051776	2	1188	1311	0.906178489702517
SQLE	-12.5881511930769	-163.64596551	-7.02465351	13	176	316	0.556962025316456
SQOR	-13.051776	-26.103552	-13.051776	2	1189	1311	0.906941266209001
SQSTM1	-13.051776	-52.207104	-13.051776	4	848	933	0.908896034297964
SRBD1	-11.6482742625	-559.1171646	3.05439115	48	12	34	0.352941176470588
SRC	-13.051776	-52.207104	-13.051776	4	849	933	0.909967845659164
SRD5A1	-13.051776	-13.051776	-13.051776	1	1387	1564	0.886828644501279
SRD5A2	-12.4508995216667	-224.11619139	-2.23599939	18	88	205	0.429268292682927
SRD5A3	-11.5550991244444	-103.99589212	0.41831588	9	68	439	0.154897494305239
SREBF1	-13.051776	-52.207104	-13.051776	4	850	933	0.911039657020364
SREBF2	-13.051776	-169.673088	-13.051776	13	302	316	0.955696202531646
SREK1	-8.70528493818182	-95.75813432	15.68072719	11	3	408	0.00735294117647059
SREK1IP1	-13.051776	-104.414208	-13.051776	8	495	534	0.926966292134832
SRF	-7.75878470666667	-23.27635412	2.82719788	3	38	1069	0.0355472404115996
SRFBP1	-12.0106428237931	-348.30864189	4.55126961	29	11	84	0.130952380952381
SRGAP1	-12.4137182255405	-918.61514869	-3.03217882	74	15	15	1
SRGAP2	-12.0986691423077	-471.84809655	0	39	24	48	0.5
SRGAP3	-11.61970377	-151.05614901	-0.4619595	13	76	316	0.240506329113924
SRGN	-13.051776	-13.051776	-13.051776	1	1388	1564	0.887468030690537
SRL	-13.051776	-26.103552	-13.051776	2	1190	1311	0.907704042715484
SRM	-10.03639784	-30.10919352	-4.00564152	3	123	1069	0.115060804490178
SRP14	-13.051776	-52.207104	-13.051776	4	851	933	0.912111468381565
SRP19	-13.051776	-65.25888	-13.051776	5	751	817	0.91921664626683
SRP54	-13.051776	-104.414208	-13.051776	8	496	534	0.928838951310861
SRP68	-10.39396590125	-83.15172721	0.41831588	8	69	534	0.129213483146067
SRP72	-11.54253711375	-92.34029691	-0.97786491	8	86	534	0.161048689138577
SRP9	-13.051776	-39.155328	-13.051776	3	981	1069	0.917680074836296
SRPK1	-13.051776	-169.673088	-13.051776	13	303	316	0.958860759493671
SRPK2	-11.7341093246667	-352.02327974	0.41831588	30	34	76	0.447368421052632
SRPX	-13.051776	-78.310656	-13.051776	6	687	738	0.930894308943089
SRPX2	-13.051776	-13.051776	-13.051776	1	1389	1564	0.888107416879795
SRRD	-13.051776	-13.051776	-13.051776	1	1390	1564	0.888746803069054
SRRM1	-13.051776	-287.139072	-13.051776	22	158	160	0.9875
SRRM3	-13.051776	-39.155328	-13.051776	3	982	1069	0.918615528531338
SRRM4	-13.051776	-169.673088	-13.051776	13	304	316	0.962025316455696
SRSF1	-13.051776	-26.103552	-13.051776	2	1191	1311	0.908466819221968
SRSF10	-13.051776	-52.207104	-13.051776	4	852	933	0.913183279742765
SRSF11	-13.051776	-91.362432	-13.051776	7	567	621	0.91304347826087
SRSF3	-13.051776	-52.207104	-13.051776	4	853	933	0.914255091103966
SRSF4	-13.051776	-65.25888	-13.051776	5	752	817	0.920440636474908
SRSF5	-6.54054496	-19.62163488	6.48191712	3	19	1069	0.0177736202057998
SRSF6	-13.051776	-52.207104	-13.051776	4	854	933	0.915326902465166
SRSF7	-13.051776	-65.25888	-13.051776	5	753	817	0.921664626682987
SRXN1	-13.051776	-26.103552	-13.051776	2	1192	1311	0.909229595728452
SS18	-13.051776	-195.77664	-13.051776	15	237	254	0.933070866141732
SS18L1	-13.051776	-169.673088	-13.051776	13	305	316	0.965189873417722
SSBP1	-13.051776	-78.310656	-13.051776	6	688	738	0.932249322493225
SSBP2	-12.1699830851724	-705.85901894	0.41831588	58	12	23	0.521739130434783
SSBP3	-13.051776	-156.621312	-13.051776	12	299	320	0.934375
SSC4D	-13.051776	-13.051776	-13.051776	1	1391	1564	0.889386189258312
SSH1	-11.4955058130769	-149.44157557	1.15261394	13	61	316	0.193037974683544
SSH2	-12.9312335502	-646.56167751	-7.02465351	50	31	32	0.96875
SSPN	-13.051776	-78.310656	-13.051776	6	689	738	0.93360433604336
SSR1	-13.051776	-195.77664	-13.051776	15	238	254	0.937007874015748
SSR2	-13.051776	-13.051776	-13.051776	1	1392	1564	0.89002557544757
SSR3	-13.051776	-13.051776	-13.051776	1	1393	1564	0.890664961636829
SSRP1	-13.051776	-26.103552	-13.051776	2	1193	1311	0.909992372234935
SST	-13.051776	-26.103552	-13.051776	2	1194	1311	0.910755148741419
SSTR1	-13.051776	-65.25888	-13.051776	5	754	817	0.922888616891065
SSTR2	-13.051776	-13.051776	-13.051776	1	1394	1564	0.891304347826087
SSTR3	-12.29838568875	-98.38708551	-7.02465351	8	219	534	0.410112359550562
SSTR4	-13.051776	-52.207104	-13.051776	4	855	933	0.916398713826367
SSTR5	-13.051776	-26.103552	-13.051776	2	1195	1311	0.911517925247902
SSU72	-13.051776	-39.155328	-13.051776	3	983	1069	0.91955098222638
SSX2IP	-13.051776	-182.724864	-13.051776	14	269	291	0.924398625429553
ST13	-13.051776	-182.724864	-13.051776	14	270	291	0.927835051546392
ST14	-13.051776	-65.25888	-13.051776	5	755	817	0.924112607099143
ST18	-12.1468452268182	-1336.15297495	3.86396619	100	130	209	0.62200956937799
ST3GAL1	-12.6811432303226	-393.11544014	-1.56216014	31	42	90	0.466666666666667
ST3GAL3	-12.2961614951163	-1057.46988858	5.14909816	86	5	12	0.416666666666667
ST3GAL4	-13.051776	-26.103552	-13.051776	2	1196	1311	0.912280701754386
ST3GAL5	-11.300102165	-113.00102165	-1.56216014	10	107	477	0.224318658280922
ST3GAL6	-11.5608993570588	-196.53528907	6.26600444	17	18	218	0.0825688073394495
ST6GAL1	-13.051776	-182.724864	-13.051776	14	271	291	0.93127147766323
ST6GAL2	-11.298466467	-225.96932934	1.78290223	20	43	183	0.234972677595628
ST6GALNAC1	-12.07772738625	-96.62181909	-5.25938709	8	163	534	0.305243445692884
ST6GALNAC2	-13.051776	-13.051776	-13.051776	1	1395	1564	0.891943734015345
ST6GALNAC3	-12.3323876825275	-1122.24727911	-1.56216014	91	9	10	0.9
ST6GALNAC5	-12.6053224822222	-680.68741404	-7.02465351	54	30	30	1
ST6GALNAC6	-13.051776	-26.103552	-13.051776	2	1197	1311	0.91304347826087
ST7	-12.6043094024615	-819.28011116	-3.03217882	65	15	20	0.75
ST7L	-13.051776	-39.155328	-13.051776	3	984	1069	0.920486435921422
ST8SIA1	-12.34515013	-333.31905351	0	27	38	111	0.342342342342342
ST8SIA2	-13.051776	-182.724864	-13.051776	14	272	291	0.934707903780069
ST8SIA4	-11.6155740175	-92.92459214	-1.56216014	8	92	534	0.172284644194757
ST8SIA5	-12.789727196087	-294.16372551	-7.02465351	23	91	128	0.7109375
